id,region,street,house_number,district_id,marker,izhs_id,susn_id
2231,г.Алматы,ул. В.Толоконников,40,3,POINT (76.879466 43.225603),,
2229,г.Алматы,ул. В.Толоконников,25,3,POINT (76.879825 43.224781),,
2235,г.Алматы,ул. В.Толоконников,52,3,POINT (76.877894 43.226995),,
2237,г.Алматы,ул. В.Толоконников,56,3,POINT (76.877229 43.228046),,
2238,г.Алматы,ул. В.Толоконников,57,3,POINT (76.878074 43.227626),,
2239,г.Алматы,ул. В.Толоконников,59,3,POINT (76.877741 43.227889),,
2240,г.Алматы,ул. В.Толоконников,61,3,POINT (76.877615 43.227987),,
2242,г.Алматы,ул. В.Толоконников,20А,3,POINT (76.88049 43.2244),,
2246,г.Алматы,ул. В.Толоконников,44Б,3,POINT (76.87881 43.225924),,
2247,г.Алматы,ул. В.Толоконников,54А,3,POINT (76.877337 43.227895),,
2245,г.Алматы,ул. В.Толоконников,41А,3,POINT (76.880903 43.22377),,
2248,г.Алматы,ул. В.Толоконников,57А,3,POINT (76.877957 43.227691),,
2252,г.Алматы,ул. Вагжанова,13А,8,POINT (76.93438 43.305837),,
2250,г.Алматы,ул. В.Толоконников,7А,3,POINT (76.881676 43.221628),,
2251,г.Алматы,ул. Вавилова,33,8,POINT (76.941243 43.299716),,
2253,г.Алматы,ул. Валиханова,5,6,POINT (76.949472 43.269803),,
2254,г.Алматы,ул. Валиханова,67,6,POINT (76.951619 43.255511),,
2256,г.Алматы,ул. Варламова,7,2,POINT (76.871165 43.242516),,
2258,г.Алматы,ул. Варламова,9,2,POINT (76.871408 43.242023),,
2257,г.Алматы,ул. Варламова,8,2,POINT (76.870465 43.24643),,
2259,г.Алматы,ул. Варламова,11,2,POINT (76.870546 43.24201),,
2260,г.Алматы,ул. Варламова,13,2,POINT (76.871345 43.241754),,
2261,г.Алматы,ул. Варламова,16,2,POINT (76.870716 43.245786),,
2262,г.Алматы,ул. Варламова,21,2,POINT (76.871552 43.241314),,
2264,г.Алматы,ул. Варламова,42,2,POINT (76.871345 43.243514),,
2265,г.Алматы,ул. Варламова,56,2,POINT (76.871821 43.241465),,
2266,г.Алматы,ул. Варламова,58,2,POINT (76.871884 43.241301),,
2268,г.Алматы,ул. Варламова,11А,2,POINT (76.870591 43.242017),,
9162,г.Алматы,ул. с/т Сантехник,75,6,POINT (77.006766 43.251867),,
4266,г.Алматы,ул. Қалмаржын,3,8,POINT (77.008572 43.342171),,
906,г.Алматы,пер. Мирзояна,15,2,POINT (76.907969 43.263849),,
1348,г.Алматы,ул. Айманова,39А,2,POINT (76.895672 43.247585),,
1350,г.Алматы,ул. Аймауытова,36А,8,POINT (76.942465 43.33105),,
1352,г.Алматы,ул. Айтеке Би,2,6,POINT (76.964608 43.259385),,
1354,г.Алматы,ул. Айтиева,8,2,POINT (76.90434 43.25645),,
1355,г.Алматы,ул. Айтиева,47,2,POINT (76.905176 43.246548),,
1356,г.Алматы,ул. Айтиева,70,2,POINT (76.905301 43.252773),,
1357,г.Алматы,ул. Айтиева,45А,2,POINT (76.905149 43.246738),,
1358,г.Алматы,ул. Айтыкова,25,8,POINT (76.964069 43.294152),,
2267,г.Алматы,ул. Варламова,60,2,POINT (76.871965 43.241117),,
2271,г.Алматы,ул. Варламова,9А,2,POINT (76.870474 43.242161),,
2270,г.Алматы,ул. Варламова,5А,2,POINT (76.870492 43.242516),,
2272,г.Алматы,ул. Василевского,4,8,POINT (76.935754 43.329404),,
697,г.Алматы,микрорайон Архат,37А,4,POINT (76.894531 43.15228),,
8667,г.Алматы,ул. с/т Институт химии,45,6,POINT (77.004305 43.254559),,
1060,г.Алматы,пр. Райымбека,496,3,POINT (76.844126 43.248347),,
1061,г.Алматы,пр. Райымбека,123/106А,5,POINT (76.903056 43.26807),,
1059,г.Алматы,пр. Райымбека,494,3,POINT (76.845375 43.248623),,
1064,г.Алматы,пр. Райымбека,123/110,5,POINT (76.902553 43.268438),,
1066,г.Алматы,пр. Райымбека,174/25,2,POINT (76.918417 43.267039),,
1067,г.Алматы,пр. Райымбека,174Б,2,POINT (76.919127 43.26746),,
1068,г.Алматы,пр. Райымбека,174Ж,2,POINT (76.921597 43.267591),,
1069,г.Алматы,пр. Райымбека,174С,2,POINT (76.91804 43.267125),,
1071,г.Алматы,пр. Райымбека,184А,2,POINT (76.915497 43.267309),,
1074,г.Алматы,пр. Райымбека,206 Б,2,POINT (76.899139 43.262739),,
1070,г.Алматы,пр. Райымбека,174Т,2,POINT (76.918408 43.26681),,
1073,г.Алматы,пр. Райымбека,204/3,2,POINT (76.903568 43.26333),,
1075,г.Алматы,пр. Райымбека,206/1,2,POINT (76.902894 43.263928),,
1072,г.Алматы,пр. Райымбека,204/1,2,POINT (76.903262 43.263862),,
1076,г.Алматы,пр. Райымбека,206/3,2,POINT (76.903163 43.263488),,
1077,г.Алматы,пр. Райымбека,206В/2,2,POINT (76.901061 43.263389),,
1078,г.Алматы,пр. Райымбека,210/5 ПЯТНО 6,2,POINT (76.90143 43.260744),,
1079,г.Алматы,пр. Райымбека,219Д/1,5,POINT (76.922343 43.269173),,
1080,г.Алматы,пр. Райымбека,221Б,5,POINT (76.918453 43.270722),,
1085,г.Алматы,пр. Райымбека,237/3,5,POINT (76.903083 43.266074),,
1086,г.Алматы,пр. Райымбека,240А,2,POINT (76.883544 43.257586),,
1089,г.Алматы,пр. Райымбека,469А,1,POINT (76.844486 43.249148),,
1090,г.Алматы,пр. Райымбека,479А,1,POINT (76.839338 43.24989),,
1360,г.Алматы,ул. Айтыкова,121,8,POINT (76.968561 43.306946),,
1359,г.Алматы,ул. Айтыкова,59,8,POINT (76.967869 43.298226),,
1363,г.Алматы,ул. Айтыкова,97А,8,POINT (76.968821 43.302832),,
1362,г.Алматы,ул. Айтыкова,35А,8,POINT (76.964294 43.294952),,
1361,г.Алматы,ул. Айтыкова,134,8,POINT (76.967294 43.306224),,
1338,г.Алматы,ул. Айманова,81,2,POINT (76.896489 43.242128),,
1364,г.Алматы,ул. Айша-биби,54,8,POINT (76.976601 43.300739),,
1366,г.Алматы,ул. Айша-биби,72,8,POINT (76.976691 43.302294),,
1365,г.Алматы,ул. Айша-биби,68,8,POINT (76.976448 43.301953),,
1369,г.Алматы,ул. Айша-биби,116А,8,POINT (76.979556 43.306263),,
1368,г.Алматы,ул. Айша-биби,122,8,POINT (76.978487 43.306401),,
1367,г.Алматы,ул. Айша-биби,114,8,POINT (76.978721 43.306145),,
9365,г.Алматы,ул. с/т Энергетик,34,6,POINT (77.005185 43.249759),,
10869,г.Алматы,ул. Тбилисская,75,8,POINT (77.000649 43.347947),,
1373,г.Алматы,ул. Айша-биби,138/3,8,POINT (76.976241 43.305279),,
1372,г.Алматы,ул. Айша-биби,138/19,8,POINT (76.977724 43.30501),,
1371,г.Алматы,ул. Айша-биби,138/18,8,POINT (76.97617 43.305824),,
1374,г.Алматы,ул. Айша-биби,138/32,8,POINT (76.977724 43.30501),,
1375,г.Алматы,ул. Айша-биби,138/37,8,POINT (76.977724 43.30501),,
1376,г.Алматы,ул. Айша-биби,14А,8,POINT (76.9767 43.300372),,
1378,г.Алматы,ул. Айша-биби,84/37,8,POINT (76.97731 43.303377),,
1379,г.Алматы,ул. Айша-биби,84/52А,8,POINT (76.974732 43.30234),,
1382,г.Алматы,ул. Айша-биби,98/7,8,POINT (76.978002 43.304525),,
1394,г.Алматы,ул. Акмолинская,12,1,POINT (76.884676 43.269337),,
1396,г.Алматы,ул. Акпаева,17,5,POINT (76.944064 43.289079),,
1397,г.Алматы,ул. Акпаева,18,5,POINT (76.944037 43.288843),,
1399,г.Алматы,ул. Акпаева,59,5,POINT (76.932188 43.289637),,
1398,г.Алматы,ул. Акпаева,48,5,POINT (76.936608 43.288738),,
1400,г.Алматы,ул. Аксайская,3,1,POINT (76.845617 43.257448),,
1403,г.Алматы,ул. Аксайская,12В,1,POINT (76.846525 43.257316),,
1401,г.Алматы,ул. Аксайская,32,1,POINT (76.843246 43.25645),,
1402,г.Алматы,ул. Аксайская,12Б,1,POINT (76.846219 43.25727),,
1405,г.Алматы,ул. Актюбинская,2,3,POINT (76.882305 43.220813),,
9478,г.Алматы,"ул. с/т""Геолог""",54,6,POINT (77.007233 43.243153),,
2917,г.Алматы,"ул. Дом отдыха ""Каргалинка""",8,3,POINT (76.818102 43.232473),,
3851,г.Алматы,ул. Кербулакская,13,1,POINT (76.867357 43.298469),,
4910,г.Алматы,ул. Ногайбаева,13,7,POINT (76.804636 43.19679),,
5301,г.Алматы,ул. Памирская,10,1,POINT (76.850118 43.267735),,
8666,г.Алматы,ул. с/т Институт химии,40,6,POINT (77.003999 43.254644),,
8668,г.Алматы,ул. с/т Институт химии,47,6,POINT (77.004251 43.25446),,
11651,г.Алматы,ул. Шарипова,172,6,POINT (77.001026 43.271444),,
9374,г.Алматы,ул. с/т Энергетик,121,6,POINT (77.006955 43.248708),,
5359,г.Алматы,ул. ПК Медеу,7,6,POINT (77.044163 43.224479),,
2273,г.Алматы,ул. Василевского,14,8,POINT (76.935485 43.329299),,
2325,г.Алматы,ул. Венецианова,58,5,POINT (76.895142 43.27472),,
2326,г.Алматы,ул. Верди,37,5,POINT (76.895348 43.273676),,
2327,г.Алматы,ул. Верди,38,5,POINT (76.894647 43.274457),,
2328,г.Алматы,ул. Верещагина,5,2,POINT (76.886257 43.257835),,
2330,г.Алматы,ул. Верещагина,9,2,POINT (76.886338 43.257632),,
2329,г.Алматы,ул. Верещагина,7,2,POINT (76.886203 43.257691),,
2331,г.Алматы,ул. Верещагина,149,2,POINT (76.887587 43.247001),,
2332,г.Алматы,ул. Верещагина,151,2,POINT (76.887542 43.246916),,
2333,г.Алматы,ул. Верещагина,161,2,POINT (76.887245 43.246055),,
2334,г.Алматы,ул. Верещагина,173,2,POINT (76.887111 43.245116),,
2337,г.Алматы,ул. Верещагина,149А,2,POINT (76.887587 43.247027),,
2338,г.Алматы,ул. Верещагина,191А,2,POINT (76.887335 43.243488),,
2339,г.Алматы,ул. Верненская,16,6,POINT (76.990812 43.270742),,
2363,г.Алматы,ул. Витебская,1,4,POINT (76.902571 43.200858),,
2364,г.Алматы,ул. Вишневая,5,7,POINT (76.778325 43.210564),,
2365,г.Алматы,ул. Вишневая,49,4,POINT (76.923573 43.176321),,
2366,г.Алматы,ул. Вишневая,21а,4,POINT (76.906245 43.198341),,
2367,г.Алматы,ул. Водная,7,6,POINT (76.970905 43.254257),,
2369,г.Алматы,ул. Водная,29,6,POINT (76.969522 43.252307),,
2370,г.Алматы,ул. Водная,31,6,POINT (76.969351 43.25207),,
2368,г.Алматы,ул. Водная,9,6,POINT (76.970519 43.254139),,
2371,г.Алматы,ул. Водника,24,1,POINT (76.842401 43.249864),,
1460,г.Алматы,ул. Алмалыкская,6,5,POINT (76.926268 43.283626),,
1461,г.Алматы,ул. Алмалыкская,7,6,POINT (76.963719 43.175716),,
1462,г.Алматы,ул. Алмалыкская,8,5,POINT (76.925478 43.283659),,
1463,г.Алматы,ул. Алмалыкская,9,6,POINT (76.963665 43.175203),,
1465,г.Алматы,ул. Алмалыкская,11,6,POINT (76.964042 43.171508),,
1467,г.Алматы,ул. Алмалыкская,13,6,POINT (76.964509 43.170844),,
2374,г.Алматы,ул. Войкова,12,1,POINT (76.848699 43.251584),,
2375,г.Алматы,ул. Волгоградская,2,8,POINT (76.95797 43.343167),,
2376,г.Алматы,ул. Волгоградская,6,8,POINT (76.958221 43.343561),,
2377,г.Алматы,ул. Волгоградская,18,8,POINT (76.958859 43.344813),,
2379,г.Алматы,ул. Волгоградская,47,8,POINT (76.950828 43.353552),,
2450,г.Алматы,ул. Волховская,128,2,POINT (76.871516 43.246567),,
2451,г.Алматы,ул. Волховская,134,2,POINT (76.871812 43.245845),,
2453,г.Алматы,ул. Волховская,142,2,POINT (76.872118 43.245221),,
2456,г.Алматы,ул. Волховская,163,2,POINT (76.871165 43.247093),,
2455,г.Алматы,ул. Волховская,162,2,POINT (76.872217 43.244328),,
2457,г.Алматы,ул. Волховская,166,2,POINT (76.872091 43.243777),,
2458,г.Алматы,ул. Волховская,171,2,POINT (76.871139 43.246574),,
2459,г.Алматы,ул. Волховская,175,2,POINT (76.871246 43.246233),,
2454,г.Алматы,ул. Волховская,154,2,POINT (76.872163 43.24488),,
2460,г.Алматы,ул. Волховская,181,2,POINT (76.871085 43.245819),,
2461,г.Алматы,ул. Волховская,182,2,POINT (76.872315 43.242759),,
2452,г.Алматы,ул. Волховская,138,2,POINT (76.872127 43.245504),,
2462,г.Алматы,ул. Волховская,192,2,POINT (76.872315 43.242122),,
2463,г.Алматы,ул. Волховская,194,2,POINT (76.872378 43.241892),,
2464,г.Алматы,ул. Волховская,196,2,POINT (76.872441 43.241695),,
2476,г.Алматы,ул. Воровского,3,8,POINT (76.948295 43.349264),,
2477,г.Алматы,ул. Воровского,35,8,POINT (76.950343 43.352608),,
2481,г.Алматы,ул. Воронежская,54Б,5,POINT (76.920887 43.33364),,
2482,г.Алматы,ул. Воронежская,71А,5,POINT (76.92069 43.33444),,
2478,г.Алматы,ул. Воронежская,5,5,POINT (76.922423 43.338512),,
2483,г.Алматы,ул. Ворошилова,11А,8,POINT (76.954592 43.345482),,
2484,г.Алматы,ул. Ворошилова,1В,8,POINT (76.953784 43.343456),,
2486,г.Алматы,ул. Габдуллина,24,4,POINT (76.93164 43.233997),,
2485,г.Алматы,ул. Габдуллина,8,4,POINT (76.933365 43.235245),,
2487,г.Алматы,ул. Габдуллина,46,4,POINT (76.929188 43.23227),,
2488,г.Алматы,ул. Габдуллина,48,4,POINT (76.928703 43.231849),,
2492,г.Алматы,ул. Галилея,5,5,POINT (76.908607 43.267965),,
2494,г.Алматы,ул. Галилея,7,5,POINT (76.910413 43.268182),,
2493,г.Алматы,ул. Галилея,6,5,POINT (76.910215 43.267827),,
2495,г.Алматы,ул. Галилея,16,5,POINT (76.909308 43.269265),,
2497,г.Алматы,ул. Галилея,35,5,POINT (76.908661 43.269442),,
2496,г.Алматы,ул. Галилея,29,5,POINT (76.909074 43.269521),,
2498,г.Алматы,ул. Галилея,36,5,POINT (76.910242 43.268641),,
2500,г.Алматы,ул. Галилея,46,5,POINT (76.910089 43.269114),,
2502,г.Алматы,ул. Галилея,50,5,POINT (76.910072 43.269258),,
1532,г.Алматы,ул. Амангельды,31,1,POINT (76.882538 43.28904),,
1531,г.Алматы,ул. Амангельды,19,2,POINT (76.930131 43.25989),,
1534,г.Алматы,ул. Аманжолова,42,6,POINT (76.997334 43.273781),,
1533,г.Алматы,ул. Аманжолова,19,6,POINT (76.99463 43.271444),,
1558,г.Алматы,ул. Аманжолова,17/15,6,POINT (76.964554 43.252412),,
1560,г.Алматы,ул. Аманжолова Сарсена,50,6,POINT (76.964905 43.248774),,
2501,г.Алматы,ул. Галилея,49,5,POINT (76.908194 43.270112),,
2503,г.Алматы,ул. Галилея,59,5,POINT (76.907969 43.270571),,
2504,г.Алматы,ул. Галилея,60,5,POINT (76.90938 43.269567),,
2507,г.Алматы,ул. Галилея,71,5,POINT (76.907583 43.271602),,
2506,г.Алматы,ул. Галилея,68,5,POINT (76.908949 43.269882),,
2508,г.Алматы,ул. Галилея,74,5,POINT (76.908724 43.270144),,
2509,г.Алматы,ул. Галилея,86,5,POINT (76.908338 43.270341),,
2510,г.Алматы,ул. Галилея,118,5,POINT (76.905849 43.27426),,
2511,г.Алматы,ул. Галилея,122,5,POINT (76.905634 43.274359),,
2514,г.Алматы,ул. Галилея,180,5,POINT (76.903541 43.278723),,
2512,г.Алматы,ул. Галилея,134,5,POINT (76.904843 43.275803),,
2513,г.Алматы,ул. Галилея,136,5,POINT (76.905131 43.27577),,
2515,г.Алматы,ул. Галилея,122Б,5,POINT (76.905805 43.275179),,
2517,г.Алматы,ул. Галилея,182А,5,POINT (76.903649 43.278999),,
2521,г.Алматы,ул. Галилея,35А,5,POINT (76.908419 43.269514),,
2522,г.Алматы,ул. Галилея,61А,5,POINT (76.907655 43.27063),,
2524,г.Алматы,ул. Галилея,75А,5,POINT (76.903316 43.278146),,
2527,г.Алматы,ул. Гамарника,1В,5,POINT (76.930975 43.357452),,
2525,г.Алматы,ул. Гамарника,9,5,POINT (76.930948 43.358776),,
2526,г.Алматы,ул. Гамарника,10,5,POINT (76.930742 43.359693),,
2529,г.Алматы,ул. Ғанибет,7,8,POINT (76.952373 43.324839),,
2531,г.Алматы,ул. Ғанибет,33,8,POINT (76.949705 43.319973),,
2534,г.Алматы,ул. Гаршина,1,8,POINT (76.968013 43.338296),,
2615,г.Алматы,ул. Гончарова,62,5,POINT (76.893183 43.271241),,
2616,г.Алматы,ул. Гончарова,66,5,POINT (76.893291 43.271969),,
2614,г.Алматы,ул. Гончарова,37,5,POINT (76.893641 43.270046),,
2617,г.Алматы,ул. Гончарова,67,5,POINT (76.894055 43.273275),,
2618,г.Алматы,ул. Гончарова,77,5,POINT (76.894162 43.274057),,
2655,г.Алматы,ул. Губкина,13,3,POINT (76.878271 43.20716),,
2657,г.Алматы,ул. Губкина,16,3,POINT (76.877993 43.206832),,
2656,г.Алматы,ул. Губкина,14,3,POINT (76.878307 43.206884),,
2658,г.Алматы,ул. Губкина,14/35,3,POINT (76.878307 43.206884),,
2729,г.Алматы,"ул. Дачи ""Энергия""",29,4,POINT (76.893911 43.162302),,
2730,г.Алматы,"ул. Дачи ""Энергия""",32,4,POINT (76.893686 43.162947),,
2731,г.Алматы,"ул. Дачи ""Энергия""",33,4,POINT (76.893453 43.163118),,
2734,г.Алматы,"ул. Дачи ""Энергия""",43,4,POINT (76.917815 43.183131),,
2733,г.Алматы,"ул. Дачи ""Энергия""",41,4,POINT (76.893632 43.162059),,
2735,г.Алматы,"ул. Дачи ""Энергия""",45,4,POINT (76.893983 43.161474),,
2736,г.Алматы,"ул. Дачи ""Энергия""",51,4,POINT (76.893435 43.161171),,
2738,г.Алматы,"ул. Дачи ""Энергия""",63,4,POINT (76.894495 43.16027),,
2741,г.Алматы,"ул. Дачи ""Энергия""",70,4,POINT (76.894629 43.159902),,
2742,г.Алматы,"ул. Дачи ""Энергия""",72,4,POINT (76.894638 43.159619),,
3888,г.Алматы,ул. Керей-Жәнібек хандар,217,6,POINT (77.006479 43.184519),,
8720,г.Алматы,ул. с/т КНМ,113,6,POINT (77.00656 43.244203),,
8719,г.Алматы,ул. с/т КНМ,107,6,POINT (77.007485 43.244716),,
11814,г.Алматы,ул. Шокая Мустафы,287,6,POINT (77.000334 43.252142),,
9263,г.Алматы,ул. с/т Статистик,4,6,POINT (77.009093 43.242108),,
3366,г.Алматы,ул. Закарпатская,74,8,POINT (77.009084 43.358927),,
9519,г.Алматы,"ул. с/т""Казахфильм""",93,6,POINT (77.005787 43.245313),,
2744,г.Алматы,"ул. Дачи ""Энергия""",76,4,POINT (76.895285 43.159093),,
2746,г.Алматы,"ул. Дачи ""Энергия""",82,4,POINT (76.895321 43.158107),,
2747,г.Алматы,"ул. Дачи ""Энергия""",83,4,POINT (76.89542 43.158002),,
2750,г.Алматы,"ул. Дачи ""Энергия""",28А,4,POINT (76.894153 43.161763),,
2749,г.Алматы,"ул. Дачи ""Энергия""",11Б,4,POINT (76.895609 43.159179),,
2755,г.Алматы,ул. Дегдар,3,8,POINT (76.983509 43.395765),,
2756,г.Алматы,ул. Дегдар,6,8,POINT (76.984623 43.393584),,
2757,г.Алматы,ул. Дегдар,38,8,POINT (76.987399 43.39906),,
2761,г.Алматы,ул. Дегдар,4А,8,POINT (76.983724 43.393938),,
2762,г.Алматы,ул. Дегдар,64/2,8,POINT (76.990588 43.399774),,
2763,г.Алматы,ул. Дегдар,Б/Н,8,POINT (76.986114 43.392837),,
2767,г.Алматы,ул. Дегтярева,20,5,POINT (76.942052 43.286671),,
2768,г.Алматы,ул. Дегтярева,24,5,POINT (76.941396 43.286645),,
2770,г.Алматы,ул. Декабристов,28,8,POINT (76.948564 43.318681),,
2771,г.Алматы,ул. Декабристов,30,8,POINT (76.948268 43.318576),,
2772,г.Алматы,ул. Декарта,3,4,POINT (76.88429 43.204906),,
2773,г.Алматы,ул. Декарта,4,4,POINT (76.884353 43.204683),,
2776,г.Алматы,ул. Декарта,7,4,POINT (76.883481 43.204808),,
2775,г.Алматы,ул. Декарта,6,4,POINT (76.883975 43.204597),,
2774,г.Алматы,ул. Декарта,5,4,POINT (76.883904 43.204834),,
2777,г.Алматы,ул. Декарта,8,4,POINT (76.883562 43.204519),,
2778,г.Алматы,ул. Декарта,9,4,POINT (76.883158 43.204716),,
2779,г.Алматы,ул. Декарта,10,4,POINT (76.883194 43.20444),,
2781,г.Алматы,ул. Декарта,13,4,POINT (76.882287 43.204538),,
2782,г.Алматы,ул. Декарта,14,4,POINT (76.882314 43.204315),,
2783,г.Алматы,ул. Декарта,16,4,POINT (76.882026 43.204256),,
2784,г.Алматы,ул. Декарта,20,4,POINT (76.881424 43.204098),,
2785,г.Алматы,ул. Декарта,22,4,POINT (76.881128 43.20396),,
2787,г.Алматы,ул. Декарта,26,4,POINT (76.88049 43.203973),,
2788,г.Алматы,ул. Декарта,28,4,POINT (76.880158 43.203881),,
2789,г.Алматы,ул. Декарта,30,4,POINT (76.879691 43.203763),,
2790,г.Алматы,ул. Декарта,31,4,POINT (76.87925 43.20394),,
2791,г.Алматы,ул. Декарта,32,4,POINT (76.879421 43.203684),,
2795,г.Алматы,ул. Демченко,31,6,POINT (76.990058 43.27978),,
2796,г.Алматы,ул. Демченко,83,6,POINT (76.990507 43.283081),,
2797,г.Алматы,ул. Демченко,2/60,6,POINT (76.992061 43.278179),,
9264,г.Алматы,ул. с/т Статистик,6,6,POINT (77.009479 43.241852),,
8675,г.Алматы,ул. с/т Институт химии,75,6,POINT (77.00117 43.25362),,
3361,г.Алматы,ул. Закарпатская,64,8,POINT (77.006964 43.358396),,
8670,г.Алматы,ул. с/т Институт химии,55,6,POINT (77.003775 43.255728),,
6938,г.Алматы,"ул. С/т ""Вымпел""",43,6,POINT (77.00717 43.250718),,
2798,г.Алматы,ул. Демченко,132А,6,POINT (76.98818 43.282746),,
2799,г.Алматы,ул. Демченко,20Б,6,POINT (76.990354 43.278953),,
2800,г.Алматы,ул. Деповская,44,8,POINT (76.953002 43.349107),,
2802,г.Алматы,ул. Джамбула,31,6,POINT (76.951762 43.248675),,
2803,г.Алматы,ул. Джамбула,137,2,POINT (76.918848 43.24641),,
2806,г.Алматы,ул. Джангильдина,13,6,POINT (76.958131 43.266495),,
2805,г.Алматы,ул. Джамбула,137/234,2,POINT (76.918848 43.24641),,
2807,г.Алматы,ул. Джангильдина,16,6,POINT (76.957287 43.267322),,
2809,г.Алматы,ул. Джангильдина,19,6,POINT (76.957961 43.267571),,
2808,г.Алматы,ул. Джангильдина,17,6,POINT (76.958033 43.267236),,
2810,г.Алматы,ул. Джангильдина,20,6,POINT (76.957449 43.26786),,
2811,г.Алматы,ул. Джангильдина,22,6,POINT (76.957413 43.268123),,
2812,г.Алматы,ул. Джангильдина,24,6,POINT (76.957314 43.268451),,
2818,г.Алматы,ул. Джангильдина,113,5,POINT (76.956236 43.280968),,
2821,г.Алматы,ул. Джангильдина,134,5,POINT (76.955077 43.282897),,
2819,г.Алматы,ул. Джангильдина,118,5,POINT (76.955284 43.280909),,
2820,г.Алматы,ул. Джангильдина,125,5,POINT (76.955769 43.282477),,
2822,г.Алматы,ул. Джангильдина,161,5,POINT (76.955113 43.286993),,
2824,г.Алматы,ул. Джангильдина,168,5,POINT (76.954511 43.287157),,
2801,г.Алматы,ул. Деповская,47,8,POINT (76.953631 43.348714),,
2823,г.Алматы,ул. Джангильдина,164,5,POINT (76.954574 43.286671),,
2825,г.Алматы,ул. Джангильдина,181,5,POINT (76.955185 43.288764),,
2826,г.Алматы,ул. Джангильдина,190,5,POINT (76.95426 43.288745),,
2827,г.Алматы,ул. Джангильдина,194,5,POINT (76.954017 43.28946),,
2828,г.Алматы,ул. Джангильдина,196,5,POINT (76.954143 43.289578),,
2830,г.Алматы,ул. Джангильдина,200,5,POINT (76.954053 43.290037),,
2829,г.Алматы,ул. Джангильдина,198,5,POINT (76.954071 43.289906),,
2831,г.Алматы,ул. Джангильдина,225,8,POINT (76.956479 43.297183),,
2832,г.Алматы,ул. Джангильдина,231,8,POINT (76.956883 43.298095),,
2833,г.Алматы,ул. Джангильдина,322,8,POINT (76.959551 43.305292),,
2834,г.Алматы,ул. Джангильдина,344,8,POINT (76.960467 43.307523),,
2835,г.Алматы,ул. Джангильдина,349,8,POINT (76.961662 43.308966),,
2836,г.Алматы,ул. Джангильдина,125А,5,POINT (76.956011 43.282359),,
2837,г.Алматы,ул. Джангильдина,13А,6,POINT (76.958104 43.266619),,
2838,г.Алматы,ул. Джангильдина,15/28,6,POINT (76.958042 43.267),,
2841,г.Алматы,ул. Джангильдина,61А,5,POINT (76.957278 43.274772),,
2839,г.Алматы,ул. Джангильдина,17А,6,POINT (76.958185 43.26742),,
2842,г.Алматы,ул. Джангильдина,80А,5,POINT (76.956101 43.276708),,
2843,г.Алматы,ул. Джангильдина,83/34,5,POINT (76.956649 43.277325),,
2844,г.Алматы,ул. Джандарбекова,123,4,POINT (76.898223 43.237938),,
2845,г.Алматы,ул. Джандарбекова,204,4,POINT (76.899768 43.22911),,
2846,г.Алматы,ул. Джандарбекова,205,4,POINT (76.899418 43.229084),,
3685,г.Алматы,ул. Камышинская,73А,8,POINT (77.000226 43.352719),,
8672,г.Алматы,ул. с/т Институт химии,61,6,POINT (77.002975 43.254835),,
3385,г.Алматы,ул. Закарпатская,182,8,POINT (77.009362 43.358717),,
10026,г.Алматы,"ул. Сад.тов. ""Казахвзрывпром""",NULL,6,POINT (77.002742 43.251827),,
7400,г.Алматы,ул. с/т Алатау,39,6,POINT (77.004952 43.277135),,
8714,г.Алматы,ул. с/т КНМ,6,6,POINT (77.00797 43.243954),,
2847,г.Алматы,ул. Джандарбекова,207,4,POINT (76.899391 43.22894),,
6473,г.Алматы,ул. с/о Дружба,21,7,POINT (76.815542 43.170423),,
2848,г.Алматы,ул. Джандарбекова,210,4,POINT (76.899777 43.228637),,
2849,г.Алматы,ул. Джандарбекова,211,4,POINT (76.899418 43.228598),,
2851,г.Алматы,ул. Джандарбекова,215,4,POINT (76.899175 43.228289),,
2852,г.Алматы,ул. Джандарбекова,217,4,POINT (76.899193 43.228046),,
2853,г.Алматы,ул. Джандарбекова,218,4,POINT (76.899912 43.227875),,
2854,г.Алматы,ул. Джандарбекова,219,4,POINT (76.899229 43.227908),,
2855,г.Алматы,ул. Джандарбекова,227,4,POINT (76.8994 43.226962),,
2859,г.Алматы,ул. Джандарбекова,233,4,POINT (76.899705 43.226575),,
2858,г.Алматы,ул. Джандарбекова,231,4,POINT (76.899615 43.226732),,
2860,г.Алматы,ул. Джандарбекова,235,4,POINT (76.899759 43.226154),,
2857,г.Алматы,ул. Джандарбекова,229,4,POINT (76.899606 43.226864),,
2861,г.Алматы,ул. Джандарбекова,236,4,POINT (76.900163 43.22603),,
2862,г.Алматы,ул. Джандарбекова,247,4,POINT (76.900118 43.223514),,
2863,г.Алматы,ул. Джандарбекова,205А,4,POINT (76.899094 43.229091),,
2867,г.Алматы,ул. Джетысуйская,5,6,POINT (76.962282 43.265877),,
2868,г.Алматы,ул. Джетысуйская,6,6,POINT (76.9615 43.266284),,
2869,г.Алматы,ул. Джетысуйская,7,6,POINT (76.962012 43.266028),,
2871,г.Алматы,ул. Джетысуйская,11,6,POINT (76.961967 43.266252),,
2872,г.Алматы,ул. Джетысуйская,13,6,POINT (76.962219 43.266554),,
2870,г.Алматы,ул. Джетысуйская,10,6,POINT (76.961464 43.266744),,
2873,г.Алматы,ул. Джетысуйская,18,6,POINT (76.961293 43.267827),,
