id,region,street,house_number,district_id,marker,izhs_id,susn_id
195,г.Алматы,"микрорайон ""Жас Қанат""",211,7,POINT (76.803828 43.200635),,570
196,г.Алматы,"микрорайон ""Жас Қанат""",218,7,POINT (76.815695 43.181666),,571
192,г.Алматы,"микрорайон ""Жас Қанат""",168,7,POINT (76.80107 43.19631),,568
190,г.Алматы,"микрорайон ""Жас Қанат""",158,7,POINT (76.799282 43.190632),,566
194,г.Алматы,"микрорайон ""Жас Қанат""",181,7,POINT (76.787209 43.227645),,453
193,г.Алматы,"микрорайон ""Жас Қанат""",170,7,POINT (76.796381 43.177162),,569
660,г.Алматы,микрорайон Акжар,54,1,POINT (76.876609 43.300621),,65
1440,г.Алматы,ул. Алексеева,78,2,POINT (76.923951 43.266797),,237
13,г.Алматы,микрорайон  Болашак,16,6,POINT (76.999562 43.285523),,505
1608,г.Алматы,ул. Арғымақ,30,5,POINT (76.922522 43.271759),,379
20,г.Алматы,микрорайон  Болашак,30,6,POINT (76.999822 43.28402),,524
1334,г.Алматы,ул. Айманова,49,2,POINT (76.895869 43.246856),,239
2190,г.Алматы,ул. Бурундайская,173/13,5,POINT (76.929385 43.335201),,347
7443,г.Алматы,ул. с/т Алатау,24А,6,POINT (77.00214 43.27598),,521
2944,г.Алматы,ул. Дуйсенова,159,2,POINT (76.866512 43.252517),,262
3788,г.Алматы,ул. Каримбаева,5,6,POINT (76.992187 43.280554),,533
4425,г.Алматы,ул. Логовая,61,5,POINT (76.927149 43.343095),,458
4626,г.Алматы,ул. Метростроевская,15,1,POINT (76.884757 43.265195),,189
4754,г.Алматы,ул. Муратбаева,42,2,POINT (76.917483 43.264066),,260
4875,г.Алматы,ул. Новгородская,62,5,POINT (76.926735 43.271241),,466
5178,г.Алматы,ул. Островского,4,5,POINT (76.935844 43.277286),,452
5231,г.Алматы,ул. Павлодарская,84,5,POINT (76.922783 43.334086),,338
5242,г.Алматы,ул. Палладина,162,5,POINT (76.92281 43.321055),,461
5989,г.Алматы,ул. ПКСТ Тастыбулак,1,7,POINT (76.808373 43.174874),,627
6258,г.Алматы,ул. Ратушного,101,5,POINT (76.91539 43.290989),,330
2020,г.Алматы,ул. Бокейханова,85,5,POINT (76.902633 43.288312),,395
2303,г.Алматы,ул. Вахтангова,7,4,POINT (76.88544 43.224584),,291
9251,г.Алматы,ул. с/т Связист,129,6,POINT (76.961159 43.180988),,485
11075,г.Алматы,ул. Тургенева,21,3,POINT (76.881999 43.208054),,231
11073,г.Алматы,ул. Тургенева,17,3,POINT (76.881855 43.208639),,227
8707,г.Алматы,ул. с/т Казахвзрывпром,39,6,POINT (77.003406 43.252661),,518
9920,г.Алматы,"ул. Сад.общ. ""г.Кок-Тюбе""",218,6,POINT (76.977391 43.243803),,501
1643,г.Алматы,ул. Арыкова,50,6,POINT (76.962883 43.271122),,481
173,г.Алматы,"микрорайон ""Дархан""",87,3,POINT (76.877822 43.220932),173,
63,г.Алматы,"микрорайон ""Алтын Бесик""",44,8,POINT (76.996409 43.329096),63,
64,г.Алматы,"микрорайон ""Алтын Бесик""",62,8,POINT (76.99233 43.336479),64,
41,г.Алматы,"микрорайон ""Акбулак""",Б/Н,8,POINT (76.994172 43.378076),41,
233,г.Алматы,"микрорайон ""Калкаман-2""",.186,4,POINT (76.881829 43.205103),233,
96,г.Алматы,"микрорайон ""Архат""",",68",8,POINT (77.011725 43.33425),96,
15,г.Алматы,микрорайон  Болашак,21,8,POINT (77.006685 43.376137),15,
347,г.Алматы,"микрорайон ""Мамыр-4""",102/6,1,POINT (76.816808 43.249523),347,
348,г.Алматы,"микрорайон ""Мамыр-4""",111/3,1,POINT (76.816889 43.250613),348,
342,г.Алматы,"микрорайон ""Мамыр-4""",158,1,POINT (76.825872 43.269987),342,
178,г.Алматы,"микрорайон ""Дубок-2""",73,3,POINT (76.857197 43.200917),178,
339,г.Алматы,"микрорайон ""Мамыр-4""",151,1,POINT (76.825747 43.269836),339,
308,г.Алматы,"микрорайон ""Каменка-3""",24,1,POINT (76.891234 43.316726),308,
55,г.Алматы,"микрорайон ""Алмагуль""",16,8,POINT (76.969064 43.327863),55,
129,г.Алматы,"микрорайон ""Атырау-2""",101,3,POINT (76.854358 43.202665),129,
338,г.Алматы,"микрорайон ""Мамыр-4""",131,1,POINT (76.833445 43.261879),338,
197,г.Алматы,"микрорайон ""Жас Қанат""",292,2,POINT (76.866494 43.250002),197,
39,г.Алматы,"микрорайон ""Акбулак""",23,8,POINT (76.965264 43.33985),39,
182,г.Алматы,"микрорайон ""Жазира""",46А,3,POINT (76.824678 43.224617),182,
390,г.Алматы,"микрорайон ""Мирас""",188/25,1,POINT (76.846695 43.286448),390,
17,г.Алматы,микрорайон  Болашак,23,8,POINT (77.004341 43.379249),17,
333,г.Алматы,"микрорайон ""Мамыр-4""",90,1,POINT (76.907907 43.343869),333,
131,г.Алматы,"микрорайон ""Атырау-2""",143,3,POINT (76.827921 43.228605),131,
388,г.Алматы,"микрорайон ""Мирас""",188/20,1,POINT (76.845231 43.29093),375,
389,г.Алматы,"микрорайон ""Мирас""",188/24,1,POINT (76.846004 43.293496),389,
329,г.Алматы,"микрорайон ""Мамыр-4""",58,1,POINT (76.897396 43.342623),329,
187,г.Алматы,"микрорайон ""Жас Қанат""",142,3,POINT (76.830247 43.226417),187,
117,г.Алматы,"микрорайон ""Атамекен""",57/1,6,POINT (76.976268 43.194871),117,
334,г.Алматы,"микрорайон ""Мамыр-4""",97,1,POINT (76.906568 43.345055),334,
128,г.Алматы,"микрорайон ""Атырау-2""",69,3,POINT (76.829106 43.219217),128,
71,г.Алматы,"микрорайон ""Алтын Бесик""",168,8,POINT (77.010863 43.375494),71,
79,г.Алматы,"микрорайон ""Алтын Бесик""",198,8,POINT (77.013998 43.337548),79,
65,г.Алматы,"микрорайон ""Алтын Бесик""",69,8,POINT (77.021499 43.332453),65,
343,г.Алматы,"микрорайон ""Мамыр-4""",188,1,POINT (76.82563 43.270066),343,
67,г.Алматы,"микрорайон ""Алтын Бесик""",100,8,POINT (76.995735 43.336263),67,
46,г.Алматы,"микрорайон ""Алгабас""",22,8,POINT (76.995358 43.380369),46,
311,г.Алматы,"микрорайон ""Каменка-3""",41Б,1,POINT (76.894216 43.314004),311,
147,г.Алматы,"микрорайон ""Бакай""",13,3,POINT (76.816692 43.231232),147,
82,г.Алматы,"микрорайон ""Алтын Бесик""",73,8,POINT (77.020169 43.333693),82,
330,г.Алматы,"микрорайон ""Мамыр-4""",64,1,POINT (76.902391 43.341744),330,
258,г.Алматы,"микрорайон ""Калкаман-3""",171,1,POINT (76.839051 43.335142),258,
77,г.Алматы,"микрорайон ""Алтын Бесик""",150,8,POINT (77.01786 43.336276),77,
313,г.Алматы,"микрорайон ""Каменка-3""",9,1,POINT (76.893022 43.328453),313,
130,г.Алматы,"микрорайон ""Атырау-2""",Е,3,POINT (76.81273 43.236815),130,
326,г.Алматы,"микрорайон ""Мамыр-4""",45,1,POINT (76.891629 43.330171),326,
81,г.Алматы,"микрорайон ""Алтын Бесик""",236,8,POINT (77.016369 43.333791),81,
69,г.Алматы,"микрорайон ""Алтын Бесик""",143,8,POINT (77.02122 43.335535),69,
76,г.Алматы,"микрорайон ""Алтын Бесик""", 132,8,POINT (77.014986 43.332506),76,
74,г.Алматы,"микрорайон ""Алтын Бесик""",220,8,POINT (77.004188 43.376143),74,
261,г.Алматы,"микрорайон ""Калкаман-3""",237,6,POINT (76.975963 43.199334),261,
398,г.Алматы,"микрорайон ""Мирас""",188/33,1,POINT (76.853693 43.28547),398,
183,г.Алматы,"микрорайон ""Жас Қанат""",22,3,POINT (76.824714 43.227008),183,
186,г.Алматы,"микрорайон ""Жас Қанат""",104,3,POINT (76.836787 43.214966),186,
200,г.Алматы,"микрорайон ""Жас Қанат""",324,2,POINT (76.895851 43.247139),200,
307,г.Алматы,"микрорайон ""Каменка-3""",13,1,POINT (76.891476 43.318661),307,
11352,г.Алматы,ул. Фурката,60,3,POINT (76.8615 43.248058),168,
53,г.Алматы,"микрорайон ""Алмагуль""",3А,8,POINT (77.011797 43.332683),53,
179,г.Алматы,"микрорайон ""Жазира""",1,3,POINT (76.881442 43.221924),179,
42,г.Алматы,"микрорайон ""Аксай-5""",25КОРП.7,8,POINT (76.957089 43.31325),42,
265,г.Алматы,"микрорайон ""Калкаман-3""",315,1,POINT (76.83817 43.335588),265,
331,г.Алматы,"микрорайон ""Мамыр-4""",65,1,POINT (76.897684 43.34282),331,
395,г.Алматы,"микрорайон ""Мирас""",188/30,1,POINT (76.854232 43.295307),395,
248,г.Алматы,"микрорайон ""Калкаман-3""", 48,5,POINT (76.939554 43.362767),248,
105,г.Алматы,"микрорайон ""Астана""",10,8,POINT (76.966108 43.301126),105,
54,г.Алматы,"микрорайон ""Алмагуль""",4Б,8,POINT (76.939985 43.348137),54,
110,г.Алматы,"микрорайон ""Астана""",7/3,6,POINT (77.148404 43.359077),110,
111,г.Алматы,"микрорайон ""Астана""",3Г,6,POINT (76.962156 43.265602),111,
260,г.Алматы,"микрорайон ""Калкаман-3""",219,1,POINT (76.846929 43.352162),260,
89,г.Алматы,"микрорайон ""Архат""",7,8,POINT (77.012866 43.332361),89,
95,г.Алматы,"микрорайон ""Архат""",Б/Н,8,POINT (77.013315 43.336702),95,
104,г.Алматы,"микрорайон ""Астана""",4,8,POINT (76.972253 43.298292),104,
124,г.Алматы,"микрорайон ""Атырау-1""",30,6,POINT (76.957997 43.184045),124,
90,г.Алматы,"микрорайон ""Архат""",69,8,POINT (77.01318 43.335588),90,
123,г.Алматы,"микрорайон ""Атырау-1""",17,1,POINT (76.883993 43.272619),123,
72,г.Алматы,"микрорайон ""Алтын Бесик""",176,8,POINT (77.006587 43.380212),72,
94,г.Алматы,"микрорайон ""Архат""",75БЛОК8,8,POINT (77.014321 43.333797),94,
87,г.Алматы,"микрорайон ""Арасан""",17,8,POINT (77.015076 43.337725),87,
103,г.Алматы,"микрорайон ""Астана""",2,8,POINT (76.971417 43.297373),103,
172,г.Алматы,"микрорайон ""Дархан""",81,3,POINT (76.813997 43.231941),132,
121,г.Алматы,"микрорайон ""Атырау""",62Б,6,POINT (77.009937 43.240007),121,
283,г.Алматы,"микрорайон ""Калкаман-3""",8,1,POINT (76.841557 43.322347),283,
344,г.Алматы,"микрорайон ""Мамыр-4""",205,1,POINT (76.825917 43.270689),344,
345,г.Алматы,"микрорайон ""Мамыр-4""",207,1,POINT (76.858329 43.294316),345,
6943,г.Алматы,"ул. С/т ""Вымпел""",64,6,POINT (77.009749 43.251125),115,
88,г.Алматы,"микрорайон ""Арасан""",53,8,POINT (77.01035 43.331968),88,
252,г.Алматы,"микрорайон ""Калкаман-3""",104,2,POINT (76.882484 43.244788),252,
250,г.Алматы,"микрорайон ""Калкаман-3""",1.9,5,POINT (76.946956 43.371523),253,
335,г.Алматы,"микрорайон ""Мамыр-4""",109,1,POINT (76.905796 43.343888),335,
285,г.Алматы,"микрорайон ""Каменка-3""",13,1,POINT (76.888629 43.305515),285,
288,г.Алматы,"микрорайон ""Каменка-3""",20,1,POINT (76.886796 43.328066),288,
286,г.Алматы,"микрорайон ""Каменка-3""",16,1,POINT (76.902202 43.328505),286,
297,г.Алматы,"микрорайон ""Каменка-3""",21/1,1,POINT (76.901879 43.325115),297,
256,г.Алматы,"микрорайон ""Калкаман-3""",164,5,POINT (76.93968 43.377218),256,
1050,г.Алматы,пр. Райымбека,456,3,POINT (76.856415 43.251591),134,
6949,г.Алматы,"ул. С/т ""Вымпел""",101,6,POINT (77.007826 43.251972),119,
7,г.Алматы,микрорайон  Болашак,7,8,POINT (77.004008 43.379039),7,
9,г.Алматы,микрорайон  Болашак,10,8,POINT (77.0108 43.384694),9,
10,г.Алматы,микрорайон  Болашак,13,8,POINT (77.006533 43.378849),10,
5,г.Алматы,микрорайон  Болашак,4,7,POINT (76.818021 43.202232),5,
11,г.Алматы,микрорайон  Болашак,14,8,POINT (77.006497 43.378246),11,
3,г.Алматы,микрорайон  Болашак,2,8,POINT (77.008168 43.37691),3,
6,г.Алматы,микрорайон  Болашак,6,8,POINT (77.008725 43.378384),6,
4,г.Алматы,микрорайон  Болашак,3,8,POINT (77.007943 43.375285),4,
14,г.Алматы,микрорайон  Болашак,17,8,POINT (77.013477 43.334689),14,
1987,г.Алматы,ул. Бийская,13,5,POINT (76.944755 43.28123),242,
1333,г.Алматы,ул. Айманова,45,2,POINT (76.895851 43.247139),200,
2780,г.Алматы,ул. Декарта,11,4,POINT (76.882691 43.20467),230,
2786,г.Алматы,ул. Декарта,24,4,POINT (76.880822 43.203868),231,
12,г.Алматы,микрорайон  Болашак,15,8,POINT (76.987003 43.300923),12,
16,г.Алматы,микрорайон  Болашак,22,8,POINT (77.010117 43.38303),16,
18,г.Алматы,микрорайон  Болашак,24,6,POINT (76.957314 43.259076),18,
2866,г.Алматы,ул. Джетысуйская,3,6,POINT (76.962156 43.265602),111,
160,г.Алматы,"микрорайон ""Дархан""",Б/Н,3,POINT (76.882565 43.212443),160,
174,г.Алматы,"микрорайон ""Дарын""",1,3,POINT (76.842213 43.207857),174,
140,г.Алматы,"микрорайон ""Байбесик""",Б/Н,3,POINT (76.849741 43.247979),140,
138,г.Алматы,"микрорайон ""Байбесик""",69,3,POINT (76.821947 43.233065),138,
137,г.Алматы,"микрорайон ""Байбесик""",56,3,POINT (76.820518 43.230569),137,
134,г.Алматы,"микрорайон ""Атырау-3""",15,3,POINT (76.856415 43.251591),134,
175,г.Алматы,"микрорайон ""Дарын""",12,3,POINT (76.819476 43.230996),175,
293,г.Алматы,"микрорайон ""Каменка-3""",36,1,POINT (76.894082 43.315093),293,
291,г.Алматы,"микрорайон ""Каменка-3""",32,1,POINT (76.887129 43.331306),291,
292,г.Алматы,"микрорайон ""Каменка-3""",34,1,POINT (76.886841 43.326118),292,
289,г.Алматы,"микрорайон ""Каменка-3""",21,1,POINT (76.88667 43.328551),289,
287,г.Алматы,"микрорайон ""Каменка-3""",19,1,POINT (76.889428 43.30751),287,
315,г.Алматы,"микрорайон ""Қуаныш""",11/13,1,POINT (76.896291 43.31956),315,
314,г.Алматы,"микрорайон ""Көкмайса""",27Б,1,POINT (76.896741 43.321954),314,
320,г.Алматы,"микрорайон ""Мамыр-4""",24,1,POINT (76.895968 43.321331),320,
325,г.Алматы,"микрорайон ""Мамыр-4""",43,1,POINT (76.890776 43.334663),325,
323,г.Алматы,"микрорайон ""Мамыр-4""",39,1,POINT (76.891593 43.334342),323,
301,г.Алматы,"микрорайон ""Каменка-3""",22А,1,POINT (76.888359 43.327286),301,
300,г.Алматы,"микрорайон ""Каменка-3""",18А,1,POINT (76.88835 43.326623),300,
324,г.Алматы,"микрорайон ""Мамыр-4""",42,1,POINT (76.891773 43.33463),324,
296,г.Алматы,"микрорайон ""Каменка-3""",68,1,POINT (76.901672 43.325823),296,
322,г.Алматы,"микрорайон ""Мамыр-4""",26,1,POINT (76.898358 43.323764),322,
302,г.Алматы,"микрорайон ""Каменка-3""",22Ж,1,POINT (76.888719 43.324262),302,
295,г.Алматы,"микрорайон ""Каменка-3""",50,1,POINT (76.895869 43.326361),295,
310,г.Алматы,микрорайон Самал 3,12,1,POINT (76.898178 43.324413),310,
327,г.Алматы,"микрорайон ""Мамыр-4""",46,1,POINT (76.897819 43.342649),327,
304,г.Алматы,"микрорайон ""Каменка-3""",33В,1,POINT (76.889123 43.316595),304,
346,г.Алматы,"микрорайон ""Мамыр-4""",100В,1,POINT (76.816081 43.249779),346,
349,г.Алматы,"микрорайон ""Мамыр-4""",111Ж,1,POINT (76.817401 43.250829),349,
350,г.Алматы,"микрорайон ""Мамыр-4""",116/5,1,POINT (76.872827 43.276931),350,
351,г.Алматы,"микрорайон ""Мамыр-4""",116/7А,1,POINT (76.875522 43.273531),351,
357,г.Алматы,"микрорайон ""Мамыр-4""",188А,1,POINT (76.869764 43.305437),357,
361,г.Алматы,"микрорайон ""Мамыр-4""",85Б,1,POINT (76.884056 43.300634),361,
354,г.Алматы,"микрорайон ""Мамыр-4""",143АКОРПУС1,1,POINT (76.870402 43.304945),354,
363,г.Алматы,"микрорайон ""Мамыр-7""",8/2,1,POINT (76.882727 43.305004),363,
365,г.Алматы,"микрорайон ""Мирас""",4,1,POINT (76.851115 43.29694),365,
364,г.Алматы,"микрорайон ""Мамыр-7""",8/3,1,POINT (76.868776 43.284597),364,
366,г.Алматы,"микрорайон ""Мирас""",6,1,POINT (76.847576 43.291658),366,
367,г.Алматы,"микрорайон ""Мирас""",7,1,POINT (76.846731 43.286769),367,
370,г.Алматы,"микрорайон ""Мирас""",147,1,POINT (76.852912 43.295162),370,
368,г.Алматы,"микрорайон ""Мирас""",26,1,POINT (76.846246 43.286848),368,
369,г.Алматы,"микрорайон ""Мирас""",99,1,POINT (76.855131 43.311826),369,
378,г.Алматы,"микрорайон ""Мирас""",164,1,POINT (76.85514 43.306834),378,
383,г.Алматы,"микрорайон ""Мирас""",169,1,POINT (76.856801 43.304361),383,
375,г.Алматы,"микрорайон ""Мирас""",161,1,POINT (76.845231 43.29093),375,
379,г.Алматы,"микрорайон ""Мирас""",165,1,POINT (76.855373 43.306873),379,
372,г.Алматы,"микрорайон ""Мирас""",153,1,POINT (76.845231 43.29093),375,
376,г.Алматы,"микрорайон ""Мирас""",162,1,POINT (76.842913 43.283967),376,
373,г.Алматы,"микрорайон ""Мирас""",159,1,POINT (76.849058 43.287531),373,
374,г.Алматы,"микрорайон ""Мирас""",160,1,POINT (76.845231 43.29093),375,
394,г.Алматы,"микрорайон ""Мирас""",188/29,1,POINT (76.856945 43.299047),394,
393,г.Алматы,"микрорайон ""Мирас""",188/28,1,POINT (76.855679 43.300706),393,
4108,г.Алматы,ул. Красногорская,27,8,POINT (76.996409 43.384157),33,
4301,г.Алматы,ул. Ладушкина,84,6,POINT (76.976268 43.194871),117,
4578,г.Алматы,ул. Международная,36,8,POINT (76.947459 43.314719),56,
4850,г.Алматы,ул. Неткалиева,7,8,POINT (76.966108 43.301126),105,
399,г.Алматы,"микрорайон ""Мирас""",188/35,1,POINT (76.855175 43.286533),399,
400,г.Алматы,"микрорайон ""Мирас""",188/36,1,POINT (76.884002 43.311636),400,
402,г.Алматы,"микрорайон ""Мирас""",188/39,1,POINT (76.874732 43.319389),402,
404,г.Алматы,"микрорайон ""Мирас""",188/41,1,POINT (76.874732 43.319389),402,
406,г.Алматы,"микрорайон ""Мирас""",188/44,1,POINT (76.874732 43.319389),402,
392,г.Алматы,"микрорайон ""Мирас""",188/27,1,POINT (76.845393 43.289322),392,
6257,г.Алматы,ул. Ратушного,98,5,POINT (76.914303 43.296094),243,
6261,г.Алматы,ул. Ратушного,116,5,POINT (76.914437 43.2978),237,
2018,г.Алматы,ул. Бокейханова,71,5,POINT (76.902849 43.287498),236,
237,г.Алматы,"микрорайон ""Калкаман-3""",208,5,POINT (76.914437 43.2978),237,
47,г.Алматы,"микрорайон ""Алгабас""",126,8,POINT (77.000712 43.383311),47,
144,г.Алматы,"микрорайон ""Бакай""",Б/Н,3,POINT (76.848429 43.197848),144,
91,г.Алматы,"микрорайон ""Архат""",70,8,POINT (77.014474 43.337273),91,
242,г.Алматы,"микрорайон ""Калкаман-3""",345,5,POINT (76.944755 43.28123),242,
243,г.Алматы,"микрорайон ""Калкаман-3""",375,5,POINT (76.914303 43.296094),243,
241,г.Алматы,"микрорайон ""Калкаман-3""",337,5,POINT (76.898133 43.295956),241,
239,г.Алматы,"микрорайон ""Калкаман-3""",227,5,POINT (76.889976 43.267656),239,
8604,г.Алматы,ул. с/т Здоровье,17,6,POINT (76.957997 43.184045),124,
10717,г.Алматы,ул. Суюнбая,575А,8,POINT (76.994172 43.378076),41,
4805,г.Алматы,ул. Навои,172Б,4,POINT (76.884407 43.209513),234,301
9273,г.Алматы,ул. с/т Статистик,59,6,POINT (77.009937 43.240007),121,
8705,г.Алматы,ул. с/т Казахвзрывпром,27,6,POINT (77.002868 43.252504),114,
591,г.Алматы,"микрорайон ""Улжан-2""",257А,1,POINT (76.882727 43.305004),363,
280,г.Алматы,"микрорайон ""Калкаман-3""",39,1,POINT (76.855634 43.318294),280,
262,г.Алматы,"микрорайон ""Калкаман-3""",298,1,POINT (76.838584 43.335476),262,
318,г.Алматы,"микрорайон ""Қуаныш""",7Г/Б,1,POINT (76.895043 43.316208),318,
319,г.Алматы,"микрорайон ""Мамыр-4""",23,1,POINT (76.895177 43.319711),319,
317,г.Алматы,"микрорайон ""Қуаныш""",11/12,1,POINT (76.895968 43.318471),317,
1,г.Алматы,бульвар Бухар Жырау,24,8,POINT (77.015821 43.336106),1,
118,г.Алматы,"микрорайон ""Атырау""",75,6,POINT (76.976331 43.185084),118,
109,г.Алматы,"микрорайон ""Астана""",1/3,6,POINT (77.001924 43.245254),109,
115,г.Алматы,"микрорайон ""Атамекен""",156Е,6,POINT (77.009749 43.251125),115,
112,г.Алматы,"микрорайон ""Атамекен""",41,6,POINT (76.997415 43.247822),112,
116,г.Алматы,"микрорайон ""Атамекен""",54В,6,POINT (76.964698 43.237367),116,
113,г.Алматы,"микрорайон ""Атамекен""",123,6,POINT (76.990965 43.248682),113,
230,г.Алматы,"микрорайон ""Калкаман""",15/18,4,POINT (76.882691 43.20467),230,
228,г.Алматы,"микрорайон ""Казахфильм""",35Б,4,POINT (76.929206 43.185025),228,
247,г.Алматы,"микрорайон ""Калкаман-3""",313А,5,POINT (76.937785 43.360552),247,
236,г.Алматы,"микрорайон ""Калкаман-3""",43,5,POINT (76.902849 43.287498),236,
254,г.Алматы,"микрорайон ""Калкаман-3""",159,5,POINT (76.937533 43.371563),254,
257,г.Алматы,"микрорайон ""Калкаман-3""",170,1,POINT (76.838611 43.335633),257,
259,г.Алматы,"микрорайон ""Калкаман-3""",172,1,POINT (76.839096 43.33482),259,
275,г.Алматы,"микрорайон ""Калкаман-3""",355,1,POINT (76.852669 43.316811),275,
271,г.Алматы,"микрорайон ""Калкаман-3""",329,1,POINT (76.83976 43.334283),271,
31,г.Алматы,микрорайон  Болашак,47,8,POINT (77.017833 43.33406),31,
189,г.Алматы,"микрорайон ""Жас Қанат""",149,3,POINT (76.846246 43.204716),189,213
188,г.Алматы,"микрорайон ""Жас Қанат""",144,3,POINT (76.831137 43.225511),188,212
219,г.Алматы,"микрорайон ""Жас Қанат""",387/1,2,POINT (76.917303 43.26635),219,259
177,г.Алматы,"микрорайон ""Дубок-2""",69,3,POINT (76.845896 43.249037),176,217
126,г.Алматы,"микрорайон ""Атырау-1""",48,3,POINT (76.818201 43.233623),126,205
199,г.Алматы,"микрорайон ""Жас Қанат""",318,2,POINT (76.895851 43.247303),199,241
224,г.Алматы,"микрорайон ""Жас Қанат""",90,4,POINT (76.878577 43.204979),224,265
180,г.Алматы,"микрорайон ""Жазира""",21,3,POINT (76.815335 43.23558),180,215
1095,г.Алматы,пр. Райымбека,492А,3,POINT (76.845896 43.249037),176,217
1186,г.Алматы,ул. 2-я Карьерная,40,2,POINT (76.86636 43.253035),211,251
1193,г.Алматы,ул. 2-я Кастекская,3,2,POINT (76.913916 43.265365),198,238
1335,г.Алматы,ул. Айманова,51,2,POINT (76.895905 43.246686),202,242
2127,г.Алматы,ул. Брусиловского,192,2,POINT (76.878819 43.237636),204,243
2269,г.Алматы,ул. Варламова,56А,2,POINT (76.871857 43.241399),206,245
139,г.Алматы,"микрорайон ""Байбесик""",80,3,POINT (76.820177 43.234877),139,214
204,г.Алматы,"микрорайон ""Жас Қанат""",538,2,POINT (76.878819 43.237636),204,243
209,г.Алматы,"микрорайон ""Жас Қанат""",142А,2,POINT (76.87219 43.241268),210,249
206,г.Алматы,"микрорайон ""Жас Қанат""",568,2,POINT (76.871857 43.241399),206,245
207,г.Алматы,"микрорайон ""Жас Қанат""",581,2,POINT (76.872567 43.242654),207,246
208,г.Алматы,"микрорайон ""Жас Қанат""",620,2,POINT (76.871794 43.243566),208,247
3316,г.Алматы,ул. Журавлева,33,4,POINT (76.889859 43.215111),226,271
3705,г.Алматы,ул. Караоткел,40,2,POINT (76.86636 43.253035),211,251
3981,г.Алматы,ул. Кожамкулова,57,2,POINT (76.915228 43.264052),214,254
4665,г.Алматы,ул. Монгольская,16А,2,POINT (76.913036 43.265418),217,257
238,г.Алматы,"микрорайон ""Калкаман-3""",222,5,POINT (76.899597 43.296954),238,412
11287,г.Алматы,ул. Утемисова,9А,8,POINT (76.99145 43.335574),51,717
11927,г.Алматы,ул. Эйлера,34,4,POINT (76.878577 43.204979),224,265
211,г.Алматы,"микрорайон ""Жас Қанат""",591/3,2,POINT (76.86636 43.253035),211,251
218,г.Алматы,"микрорайон ""Жас Қанат""",384Б,4,POINT (76.909766 43.235147),218,248
232,г.Алматы,"микрорайон ""Калкаман""",NULL,4,POINT (76.883014 43.225944),232,293
217,г.Алматы,"микрорайон ""Жас Қанат""",369,2,POINT (76.913036 43.265418),217,257
227,г.Алматы,"микрорайон ""Зерделі""",NULL,4,POINT (76.88252 43.222554),227,287
235,г.Алматы,"микрорайон ""Калкаман-3""",41,4,POINT (76.899265 43.190336),235,279
226,г.Алматы,"микрорайон ""Зерделі""",1/6,4,POINT (76.889859 43.215111),226,271
212,г.Алматы,"микрорайон ""Жас Қанат""",616/1,2,POINT (76.918174 43.247644),212,252
234,г.Алматы,"микрорайон ""Калкаман-3""",15,4,POINT (76.884407 43.209513),234,301
162,г.Алматы,"микрорайон ""Дархан""",18,3,POINT (76.816314 43.230812),162,207
201,г.Алматы,"микрорайон ""Жас Қанат""",327,2,POINT (76.895878 43.246994),201,240
198,г.Алматы,"микрорайон ""Жас Қанат""",314,2,POINT (76.913916 43.265365),198,238
176,г.Алматы,"микрорайон ""Дарын""",41,3,POINT (76.845896 43.249037),176,217
2263,г.Алматы,ул. Варламова,23,2,POINT (76.871525 43.241189),205,244
3997,г.Алматы,ул. Кожамкулова,59А,2,POINT (76.915417 43.263882),216,256
125,г.Алматы,"микрорайон ""Атырау-1""",42,3,POINT (76.814994 43.23072),125,
397,г.Алматы,"микрорайон ""Мирас""",188/32,1,POINT (76.854897 43.286494),397,
362,г.Алматы,"микрорайон ""Мамыр-4""",23,1,POINT (76.879008 43.295116),362,
184,г.Алматы,"микрорайон ""Жас Қанат""",40,3,POINT (76.827957 43.22597),184,
48,г.Алматы,"микрорайон ""Алгабас""",131,8,POINT (76.938108 43.347973),48,
185,г.Алматы,"микрорайон ""Жас Қанат""",67,3,POINT (76.853639 43.198729),185,
336,г.Алматы,"микрорайон ""Мамыр-4""",110,1,POINT (76.903325 43.343947),336,
386,г.Алматы,"микрорайон ""Мирас""",188/15,1,POINT (76.847639 43.293469),386,
52,г.Алматы,"микрорайон ""Алмагуль""",33А,7,POINT (76.842931 43.178707),52,
341,г.Алматы,"микрорайон ""Мамыр-4""",156,1,POINT (76.837362 43.260415),341,
19,г.Алматы,микрорайон  Болашак,28,8,POINT (77.008689 43.385251),19,
337,г.Алматы,"микрорайон ""Мамыр-4""",121,1,POINT (76.90284 43.343901),337,
38,г.Алматы,"микрорайон ""Айна-Булак""",12А,8,POINT (77.009389 43.383501),38,
171,г.Алматы,"микрорайон ""Дархан""",60,3,POINT (76.815057 43.230542),171,
56,г.Алматы,"микрорайон ""Алмас""",17,8,POINT (76.947459 43.314719),56,
114,г.Алматы,"микрорайон ""Атамекен""",124,6,POINT (77.002868 43.252504),114,
381,г.Алматы,"микрорайон ""Мирас""",167,1,POINT (76.858769 43.301828),381,
5362,г.Алматы,ул. ПК Медеу,11,6,POINT (77.044846 43.218264),,
2935,г.Алматы,ул. Донская,12,8,POINT (76.958554 43.35812),,
1703,г.Алматы,ул. Ахундова,15,6,POINT (76.97201 43.2798),,
